No.	Commenter Name	Comment Time	Comment Text	Comment URL	Comment ID	Channel ID	Fetched At
11	@edithindiongco2297	8 days ago	Congratulations po, District of Benguet!! Praises to God! Greetings from the District of San Diego County, California!	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw4vA7PBHd6FZTwU3N4AaABAg	Ugw4vA7PBHd6FZTwU3N4AaABAg	UCkSyHke0fRIzywYjMXH5vkQ	Fetched 06/09/2026, 9:00:05 PM GMT+8
12	@elle.1914	8 days ago	Congratulations po sa lahat!  /  / Sa Ama po ang kapurihan ❤️	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx5Aw6zgcWVMNk9yGp4AaABAg	Ugx5Aw6zgcWVMNk9yGp4AaABAg	UCTpq1TVl2hklh10PE8QqVhw	Fetched 06/09/2026, 9:00:05 PM GMT+8
13	@AdoraCasem	8 days ago	Happy viewing lokal ng marcos highway ❤	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyGwzHqW71n5FVmsRl4AaABAg	UgyGwzHqW71n5FVmsRl4AaABAg	UCtg9Af3GsVHxAYSdgHGxriA	Fetched 06/09/2026, 9:00:05 PM GMT+8
14	@axeliee-m5u	8 days ago	Still watching po 👋👋	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxD3-dDuFFgR16TvP54AaABAg	UgxD3-dDuFFgR16TvP54AaABAg	UCxjmGS0yLlCMs4Fe-AqbHFw	Fetched 06/09/2026, 9:00:05 PM GMT+8
15	@rubygallardo-oribello8846	8 days ago	Congratulations  Benguet District 🎉🎉🎉	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwUdr-KtzqgX2BVK514AaABAg	UgwUdr-KtzqgX2BVK514AaABAg	UCvXHuFOxcNepXQz7uhe8qfQ	Fetched 06/09/2026, 9:00:05 PM GMT+8
16	@CaponesJocelyn	8 days ago	congratulations BENGUUEETTT❤❤🎉🎉	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwYd96x59sh6dlDdCl4AaABAg	UgwYd96x59sh6dlDdCl4AaABAg	UCFf6GstTnUxi2KYjYffCUsQ	Fetched 06/09/2026, 9:00:05 PM GMT+8
17	@MichElleAlferez-i7c	8 days ago	Congratulations po! 🎉	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwyDdGzgQtM8jAJTb54AaABAg	UgwyDdGzgQtM8jAJTb54AaABAg	UCd5RBp69POSkfOYTlzZbxDw	Fetched 06/09/2026, 9:00:05 PM GMT+8
18	@ANGELOBERTING	8 days ago	LOKAL NG  / P❤SOS...ALWAYS WATCHING🎉😚😘🥰😍🤩	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw8djuv8KCJFYWd_vd4AaABAg	Ugw8djuv8KCJFYWd_vd4AaABAg	UC9-aYA2fDEQSDzH_ivVIGXw	Fetched 06/09/2026, 9:00:05 PM GMT+8
19	@thewattpader3883	8 days ago	Pagbati po mula sa Lokal ng Posos, Happy viewing po mga mahal na Kapatid	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxQ_wrMNU1P1-EIDMd4AaABAg	UgxQ_wrMNU1P1-EIDMd4AaABAg	UCDhv02CkK82KPswkmnlFdEQ	Fetched 06/09/2026, 9:00:05 PM GMT+8
20	@rommelpaulin8260	9 days ago	Ayun na nga po bias ko talaga to bukod sa entry namen. Congrats po Distrito ng Benguet!  /  / Best INCMV 2026!!!! /  / Kung may best Actor at Best Singer malamang sa inyo din po yun.  /  / Congrats po ule sa lahat ng kapatid!	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwGZ9BKGCPrZh2EXYZ4AaABAg	UgwGZ9BKGCPrZh2EXYZ4AaABAg	UCKv-Gt4etWD04A3TTeL46DQ	Fetched 06/09/2026, 9:00:05 PM GMT+8
21	@margiegeron3778	9 days ago	Congrats po Benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyZJxiU8b3HpZKox0Z4AaABAg	UgyZJxiU8b3HpZKox0Z4AaABAg	UC3MCgpqWVWcBBtq4sQ2ozCw	Fetched 06/09/2026, 9:00:05 PM GMT+8
22	@irapaje3528	9 days ago	Congratulations po🎉❤	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxcAtIWzSD8SbSfUbB4AaABAg	UgxcAtIWzSD8SbSfUbB4AaABAg	UCL7xRDjS83AS5RW2rtyFv4Q	Fetched 06/09/2026, 9:00:05 PM GMT+8
23	@RkiaMarinas	9 days ago	Congratulations po sa ating Distrito! BEST MV♥️♥️♥️	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy9L1NcHUNHdHmbMlJ4AaABAg	Ugy9L1NcHUNHdHmbMlJ4AaABAg	UC_hXK1iQMixi6NaOUe9ReKQ	Fetched 06/09/2026, 9:00:05 PM GMT+8
24	@distz4354	9 days ago	Happy viewing lokal ng tomay	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugyv9vfHa4ePlztuL314AaABAg	Ugyv9vfHa4ePlztuL314AaABAg	UCopcB7FP5s_86MOWXL858uQ	Fetched 06/09/2026, 9:00:05 PM GMT+8
25	@DanielCasem	9 days ago	𝐇𝐄𝐋𝐋𝐎 𝐏𝐎 𝐇𝐀𝐏𝐏𝐘 𝐕𝐈𝐄𝐖𝐈𝐍𝐆 𝐏𝐎 𝐌𝐔𝐋𝐀 𝐏𝐎 𝐒𝐀 𝐋𝐎𝐊𝐀𝐋 𝐍𝐆 𝐌𝐀𝐑𝐂𝐎𝐒 𝐇𝐈𝐆𝐇𝐖𝐀𝐘 𝐒𝐀 𝐊𝐀𝐏𝐈𝐒𝐀𝐍𝐀𝐍 𝐍𝐆 𝐊𝐀𝐃𝐈𝐖𝐀 𝐀𝐓 𝐌𝐀𝐘𝐓𝐔𝐍𝐆𝐊𝐔𝐋𝐈𝐍 𝐒𝐀 𝐏𝐍𝐊 💝💝💝💝	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw9Hk-a6rDIGaOZ4qF4AaABAg	Ugw9Hk-a6rDIGaOZ4qF4AaABAg	UCE-NAYsBkqWLOPb_XxWjUwA	Fetched 06/09/2026, 9:00:05 PM GMT+8
26	@ANGELOBERTING	9 days ago	GO POSOS!GO BENGUET!🎉😍🤩	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxEtXfjOqj1Hh8djbd4AaABAg	UgxEtXfjOqj1Hh8djbd4AaABAg	UC9-aYA2fDEQSDzH_ivVIGXw	Fetched 06/09/2026, 9:00:05 PM GMT+8
27	@GrazelleAnneMagno	9 days ago	Good morning po mga kapatid mula po sa lokal ng Sayatan	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx3NdY4-MQbA-44xcl4AaABAg	Ugx3NdY4-MQbA-44xcl4AaABAg	UCunYGlUE4hQyPFaxtdKYIbw	Fetched 06/09/2026, 9:00:05 PM GMT+8
28	@honeyshelsantiago3129	9 days ago	Happy viewing po from  Lokal ng Quezon Hill,Benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw-uMScgnUFvTxBq6N4AaABAg	Ugw-uMScgnUFvTxBq6N4AaABAg	UC50KEI2hlGBSFATBM-awaiw	Fetched 06/09/2026, 9:00:05 PM GMT+8
29	@ledorsanulam9664	9 days ago	Happy Viewing! Mula po sa lokal ng Loacan Distrito ng Benguet😊	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxrGyOOfYMbPSWGQ6l4AaABAg	UgxrGyOOfYMbPSWGQ6l4AaABAg	UCARjftPwKH_pPQV268xxSQw	Fetched 06/09/2026, 9:00:05 PM GMT+8
30	@FredaVii	10 days ago	Magandang Umaga po /  / Happy viewing from lokal ng LACAAN	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxtiDNIjQ5ajvYMvN94AaABAg	UgxtiDNIjQ5ajvYMvN94AaABAg	UCTjnHYHJ0jV_eDKT2L7MLUg	Fetched 06/09/2026, 9:00:05 PM GMT+8
31	@voltairetadifa1373	10 days ago	Watch INCMV. God's Love/ Benguet Entry.. mga kapatid, ganda.. fr Lokal ng Mega Royale Dis32 ng Benguet... 🇮🇹	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy9HNz0ml78W5C7qkh4AaABAg	Ugy9HNz0ml78W5C7qkh4AaABAg	UCWrj-yf6TIN2AVVwnflYJOw	Fetched 06/09/2026, 9:00:05 PM GMT+8
32	@voltairetadifa1373	10 days ago	watchng INCMV is enjoyable....	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx4xNKgY_EJwQHxgrV4AaABAg	Ugx4xNKgY_EJwQHxgrV4AaABAg	UCWrj-yf6TIN2AVVwnflYJOw	Fetched 06/09/2026, 9:00:05 PM GMT+8
33	@ManuelTabile-r4f	10 days ago	Magandang po sa lahat pagbati mula sa lokal Ng kias distrito Ng benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy2jaoNDbTbfq_0gmR4AaABAg	Ugy2jaoNDbTbfq_0gmR4AaABAg	UCylmb_Ks5cJ5UTdV_ysbMOA	Fetched 06/09/2026, 9:00:05 PM GMT+8
34	@GrazelleAnneMagno	10 days ago	Patuloy parin pong nanonood ang mga taga lokal ng Sayatan 🤩	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy45FOC7R0eCmNBCVZ4AaABAg	Ugy45FOC7R0eCmNBCVZ4AaABAg	UCunYGlUE4hQyPFaxtdKYIbw	Fetched 06/09/2026, 9:00:05 PM GMT+8
35	@TisayBaguingey	10 days ago	Patuloy na sumusuporta mula sa lokal ng la trinidad, go Benguet💚🤍❤️	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzFidw5_A1ZTxkIG9x4AaABAg	UgzFidw5_A1ZTxkIG9x4AaABAg	UCEsJMyglf7b4IopWzoozD_A	Fetched 06/09/2026, 9:00:05 PM GMT+8
36	@KarenMaliwat-d6e	10 days ago	go benguet go aurora hilll	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyxHsATGMDKaTgVjyl4AaABAg	UgyxHsATGMDKaTgVjyl4AaABAg	UCfVbKf43f2Pt1KjlPjUIWjw	Fetched 06/09/2026, 9:00:05 PM GMT+8
37	@KarenMaliwat-d6e	10 days ago	go benguet go aurora hill	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxCG3MLfT5bK6HIOrx4AaABAg	UgxCG3MLfT5bK6HIOrx4AaABAg	UCfVbKf43f2Pt1KjlPjUIWjw	Fetched 06/09/2026, 9:00:05 PM GMT+8
38	@KarenMaliwat-d6e	10 days ago	go benguet go aurora hill	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx_x7IkM26bbGhJgC14AaABAg	Ugx_x7IkM26bbGhJgC14AaABAg	UCfVbKf43f2Pt1KjlPjUIWjw	Fetched 06/09/2026, 9:00:05 PM GMT+8
39	@KarenMaliwat-d6e	10 days ago	go benguet go aurora hill	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzKnP-Uy5qd6iN1oal4AaABAg	UgzKnP-Uy5qd6iN1oal4AaABAg	UCfVbKf43f2Pt1KjlPjUIWjw	Fetched 06/09/2026, 9:00:05 PM GMT+8
40	@romeojun9918	10 days ago	Patuloy parin Po ang supporta Dito Po sa lokal ng Marcos high way distrito ng benguet 😊	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyCQi23Xr0LWZD5swp4AaABAg	UgyCQi23Xr0LWZD5swp4AaABAg	UC78hWlC55LWXXfjHcWXsXZw	Fetched 06/09/2026, 9:00:05 PM GMT+8
41	@TruusoMuwan	10 days ago	Pagbato Mula sa lokal ng bangho	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwOGYS8uoxqPea-wSV4AaABAg	UgwOGYS8uoxqPea-wSV4AaABAg	UCibgnV5DS2a1EuRldgtcX3A	Fetched 06/09/2026, 9:00:05 PM GMT+8
42	@bellocayda1750	10 days ago	❤❤❤	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwtAdgyCxyAcAkpw9B4AaABAg	UgwtAdgyCxyAcAkpw9B4AaABAg	UCYZ3-nESYhjZBe8yudp4PyA	Fetched 06/09/2026, 9:00:05 PM GMT+8
43	@reynaldoferrer7945	10 days ago	IRISAN	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwMpUsw0NKpKfbsenB4AaABAg	UgwMpUsw0NKpKfbsenB4AaABAg	UCuFMy5nUteaB1Ky10l5xpbw	Fetched 06/09/2026, 9:00:05 PM GMT+8
44	@JimmyBetudio	10 days ago	Gud eve mga kapatid! Happy Viewing po ulit from Lokal Ng Loacan  / Distrito ng Benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwYzfGxiOgqWKp4piB4AaABAg	UgwYzfGxiOgqWKp4piB4AaABAg	UCMlUKwxoelkB-HYmZa2nkOw	Fetched 06/09/2026, 9:00:05 PM GMT+8
45	@mybrethtabayoyong	10 days ago	tubaly ,happy viewing	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzuHNIKlnH3gbV0ifB4AaABAg	UgzuHNIKlnH3gbV0ifB4AaABAg	UC46wbMs5OsXtQl89zpsCo7w	Fetched 06/09/2026, 9:00:05 PM GMT+8
46	@KhensonMarcos	10 days ago	Happy viewing po mga kapatid,, / Mula po sa lokal ng Lacaan distrito ng Benguet,	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxPZ_8AvY_AWZmbZx94AaABAg	UgxPZ_8AvY_AWZmbZx94AaABAg	UCOTnUmFpKxKbkmIXJYVwgfg	Fetched 06/09/2026, 9:00:05 PM GMT+8
47	@annarowenarimas5146	11 days ago	good afternoon po mga kapatid.  /  / happy viewing po mula sa lokal ng Bangho❤❤❤	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyC0lQSu7M6kBWSGul4AaABAg	UgyC0lQSu7M6kBWSGul4AaABAg	UCzXC92JnV9RBCdkHlFqDkfA	Fetched 06/09/2026, 9:00:05 PM GMT+8
48	@MaryRoseSismundoPerez	11 days ago	Go go go benguet❤ / #Fighting / Watching from Mang Aawit/Kalihim Ng Lokal Ng Irisan Distrito Ng Benguet❤❤❤	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz2xx7e6QfCVh-kvip4AaABAg	Ugz2xx7e6QfCVh-kvip4AaABAg	UC059Z7nvMdVFCi5sg-aB4zw	Fetched 06/09/2026, 9:00:05 PM GMT+8
49	@WayneBenoya	11 days ago	Happy Viewing po🎉	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxtGsQOMSn7Wd-Cirt4AaABAg	UgxtGsQOMSn7Wd-Cirt4AaABAg	UCQ-vX4tVH7V71dPJYYG6jIw	Fetched 06/09/2026, 9:00:05 PM GMT+8
50	@Mercy-j8h	11 days ago	Gandang hapon po mga kapatid from lokal ng Philex mines 🥰💕	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzVpPJnhmHW5Xmkst14AaABAg	UgzVpPJnhmHW5Xmkst14AaABAg	UCm0A1pwIf_cf4oGRNojldXA	Fetched 06/09/2026, 9:00:05 PM GMT+8
51	@jojovillamor1162	11 days ago	Watching po from lokal ng Baguio city❤❤❤❤	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwdYrUisYd5SgipeyN4AaABAg	UgwdYrUisYd5SgipeyN4AaABAg	UCsX0DAm3QC9n23HR6kbFodQ	Fetched 06/09/2026, 9:00:05 PM GMT+8
52	@MarryannMenos-y6s	11 days ago	Go go go benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugz2VMwxRhrUKSNzRrt4AaABAg	Ugz2VMwxRhrUKSNzRrt4AaABAg	UClOjuSnUzz9pLnxD0uCZ2IA	Fetched 06/09/2026, 9:00:05 PM GMT+8
53	@MarryannMenos-y6s	11 days ago	Watching from la trinidad	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxvGMPFj0Z6Jw_4X_F4AaABAg	UgxvGMPFj0Z6Jw_4X_F4AaABAg	UClOjuSnUzz9pLnxD0uCZ2IA	Fetched 06/09/2026, 9:00:05 PM GMT+8
54	@beiajysiloy1360	11 days ago	God’s Love ❤	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwCyR6LOC0geW8qbn94AaABAg	UgwCyR6LOC0geW8qbn94AaABAg	UC40Oc9-PunSKoO4acSG2aRQ	Fetched 06/09/2026, 9:00:05 PM GMT+8
55	@thragg_14	11 days ago	Go Benguet ❤	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwXWCXNGu-W2EOjY7J4AaABAg	UgwXWCXNGu-W2EOjY7J4AaABAg	UCAq9djfRsbdxf0Qzk5bqxkg	Fetched 06/09/2026, 9:00:05 PM GMT+8
56	@luisacabural4457	11 days ago	Hello po mga kapatid diyan sa Benguet galing nyo po 👏👏👏.Watching po mula sa lokal ng Nivel Hills Distrito ng Cebu City Cebu 🇮🇹	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwRBRaY4spLwRUNQN54AaABAg	UgwRBRaY4spLwRUNQN54AaABAg	UC2tv21rUAYZ_A6ZF8j1Xn4A	Fetched 06/09/2026, 9:00:05 PM GMT+8
57	@joe_arpurganan9809	11 days ago	Gods Love ❤️.. happy viewing po mga kapatid 🤗.mula po sa Lokal ng Kias Distrito ng Benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx4EcSEb8Oui0r7RPJ4AaABAg	Ugx4EcSEb8Oui0r7RPJ4AaABAg	UCVI31TSTB165mZe_bC-MOEA	Fetched 06/09/2026, 9:00:05 PM GMT+8
58	@mernelantonio776	11 days ago	💚🤍❤️	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzWPiwnzJ5YFlZKswR4AaABAg	UgzWPiwnzJ5YFlZKswR4AaABAg	UCuvU9-9a12fDWd5vOsCsjQA	Fetched 06/09/2026, 9:00:05 PM GMT+8
59	@xanderbagwan5733	11 days ago	Benguet for the win!!!!! Full support po mula sa lokal ng Kias!!!!	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugx0I0RUxeQoaCCCD0p4AaABAg	Ugx0I0RUxeQoaCCCD0p4AaABAg	UCoLTA-IPF8fwIqLOCGi2BlA	Fetched 06/09/2026, 9:00:05 PM GMT+8
60	@jayderanwan6762	11 days ago	Let's run the top spot Bengeutt!!!!! Pagbati po mula sa Lokal ng Kias	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzF9maafrEnvUmC_Jx4AaABAg	UgzF9maafrEnvUmC_Jx4AaABAg	UCZrf5fATy6WZBE3urJ43Ddg	Fetched 06/09/2026, 9:00:05 PM GMT+8
61	@nildabendalan8453	11 days ago	happy panonood God's love Benguet - from La Trinidad..	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzReLPBR0Yhi9Rs9Ot4AaABAg	UgzReLPBR0Yhi9Rs9Ot4AaABAg	UCeG0hTY5n50care090AjtmA	Fetched 06/09/2026, 9:00:05 PM GMT+8
62	@JohnRayMatabang	11 days ago	Happy Viewing from Loacan Benguet 🇮🇹	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgzjJ2MKLXr3qtb3qJR4AaABAg	UgzjJ2MKLXr3qtb3qJR4AaABAg	UC4Wg_mO5HJeJN5OgcLxMgPA	Fetched 06/09/2026, 9:00:05 PM GMT+8
63	@liezelbangsiel1099	11 days ago	Happy Friday vibes po mga kapatid..bumabati po mula sa Lokal ng Kapangan🇮🇪♥️	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwOWLT6EtWBSisRUE14AaABAg	UgwOWLT6EtWBSisRUE14AaABAg	UCIY-LGp-hkQPT2puc_eYUwg	Fetched 06/09/2026, 9:00:05 PM GMT+8
64	@TisayBaguingey	11 days ago	Happy viewing po from lokal ng La trinidad Distrito ng Benguet💚🤍❤️	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugw_rbCd2yRl_n-ELyB4AaABAg	Ugw_rbCd2yRl_n-ELyB4AaABAg	UCEsJMyglf7b4IopWzoozD_A	Fetched 06/09/2026, 9:00:05 PM GMT+8
65	@YangjuAni-c8s	11 days ago	go go benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyU8H1590z_odCVuEV4AaABAg	UgyU8H1590z_odCVuEV4AaABAg	UCzsGy_mv4Q2MZJdjOlGGxIA	Fetched 06/09/2026, 9:00:05 PM GMT+8
66	@TisayBaguingey	11 days ago	Happy sharing Gods love to everyone po, mula sa Lokal ng La trinidad, Go Benguet💚🤍❤️	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwTAC1Wc5chEIemQYR4AaABAg	UgwTAC1Wc5chEIemQYR4AaABAg	UCEsJMyglf7b4IopWzoozD_A	Fetched 06/09/2026, 9:00:05 PM GMT+8
67	@GrazelleAnneMagno	11 days ago	Good morning po mula po sa lokal ng Sayatan	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxZCNojBACXVuHHwpJ4AaABAg	UgxZCNojBACXVuHHwpJ4AaABAg	UCunYGlUE4hQyPFaxtdKYIbw	Fetched 06/09/2026, 9:00:05 PM GMT+8
68	@reynaldoferrer7945	11 days ago	Good morning lrisan	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyftmdauhjQPrrVW_B4AaABAg	UgyftmdauhjQPrrVW_B4AaABAg	UCuFMy5nUteaB1Ky10l5xpbw	Fetched 06/09/2026, 9:00:05 PM GMT+8
69	@luisabinayan	11 days ago	Good am mga kapatid.Watching po sa Inyo.Lokal Ng Camp 7 Distrito Ng Benguet	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgwyK6R-8qIIfFxw9rJ4AaABAg	UgwyK6R-8qIIfFxw9rJ4AaABAg	UCAJHqUZIvL5qWL3ieUilChw	Fetched 06/09/2026, 9:00:05 PM GMT+8
70	@JohnRayMatabang	11 days ago	Good Morning po.Pagbati Mula sa Lokal ng Loacan Distrito ng Benguet 🇮🇹	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxCeW7gQpC698oI9CF4AaABAg	UgxCeW7gQpC698oI9CF4AaABAg	UC4Wg_mO5HJeJN5OgcLxMgPA	Fetched 06/09/2026, 9:00:05 PM GMT+8
71	@maryjoygalera3660	11 days ago	Let’s Go Benguet! From lokal of Marcos Highway..	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugxy6IboXwMCvQuy2Wx4AaABAg	Ugxy6IboXwMCvQuy2Wx4AaABAg	UC7-45oCq8nneb8JYDKkMgeg	Fetched 06/09/2026, 9:00:05 PM GMT+8
72	@maureenpassian6684	11 days ago	Rise and shine po mga Kapatid. 🌄 /  / Watching here po sa Lokal ng Bangho. 😊✨	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgyX_tpexwWTwJaC48N4AaABAg	UgyX_tpexwWTwJaC48N4AaABAg	UCMwsSjHqXUZ2h2FzdiS-TUA	Fetched 06/09/2026, 9:00:05 PM GMT+8
73	@maureenpassian6684	11 days ago	Rise and shine po mga Kapatid. 🌄 /  / Watching here po sa Lokal ng Bangho. 😊✨	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=Ugy5U0nVK8mfzWKoLFR4AaABAg	Ugy5U0nVK8mfzWKoLFR4AaABAg	UCMwsSjHqXUZ2h2FzdiS-TUA	Fetched 06/09/2026, 9:00:05 PM GMT+8
74	@maureenpassian6684	11 days ago	Rise and shine po mga Kapatid. 🌄 /  / Watching here po sa Lokal ng Bangho. 😊✨	https://www.youtube.com/watch?v=ROa3kbG5M0U&lc=UgxYrFIgmTWXxdkaDLp4AaABAg	UgxYrFIgmTWXxdkaDLp4AaABAg	UCMwsSjHqXUZ2h2FzdiS-TUA	Fetched 06/09/2026, 9:00:05 PM GMT+8
