Philippine Nationwide Ranking
Rank,Region,Entry / District,Song Title,Current Views,Published,Matched Video Title,YouTube URL,Fetched At
13,Mindanao,Zamboanga City,Laan Sa Akin,12336,2026-04-30T21:00:52-07:00,Laan Sa Akin | Zamboanga City | INCMV AWARDS 2026,https://www.youtube.com/watch?v=b6HCZOez12w,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
14,Luzon,Cavite,Yakap,12267,2026-05-01T18:17:55-07:00,Yakap | Cavite | INCMV AWARDS 2026,https://www.youtube.com/watch?v=Huka7hJAsh8,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
15,Luzon,Rodriguez,Ipanalangin Mo,12164,2026-04-30T21:00:17-07:00,Ipanalangin Mo | Rodriguez | INCMV AWARDS 2026,https://www.youtube.com/watch?v=GkHCx116xcc,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
16,Luzon,Bulacan,Come With Me,12084,2026-04-30T21:01:12-07:00,Come With Me | Bulacan | INCMV AWARDS 2026,https://www.youtube.com/watch?v=x67CgQGVT3Y,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
17,Luzon,"San Jose, Mindoro Occidental",Anuman Po Ang Mangyari,11623,2026-04-30T21:00:27-07:00,"Anuman Po Ang Mangyari | San Jose, Mindoro Occidental | INCMV AWARDS 2026",https://www.youtube.com/watch?v=CpXXv3fs0hI,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
18,Luzon,Albay,"Ama, Kami Ay Sa Iyo Pa Rin",10737,2026-04-30T21:01:06-07:00,"Ama, Kami Ay Sa Iyo Pa Rin | Albay | INCMV AWARDS 2026",https://www.youtube.com/watch?v=wAwGtb7R5fs,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
19,Luzon,"Paniqui, Tarlac",Yakap,10460,2026-04-30T21:00:16-07:00,"Yakap | Paniqui, Tarlac | INCMV AWARDS 2026",https://www.youtube.com/watch?v=6OJyTteX-7g,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
20,Luzon,Palawan,Sabi Ni Lola,9654,2026-04-30T21:01:04-07:00,Sabi Ni Lola | Palawan | INCMV AWARDS 2026,https://www.youtube.com/watch?v=rUuEcU77ka4,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
21,Mindanao,Zamboanga Sibugay,"Ama, Kami Ay Sa Iyo Pa Rin",9437,2026-04-30T21:00:07-07:00,"Ama, Kami Ay Sa Iyo Pa Rin | Zamboanga Sibugay | INCMV AWARDS 2026",https://www.youtube.com/watch?v=6efoFLYt5yU,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
22,Luzon,Zambales South,Ilagak Ang Pag-asa Sa Biyayang Darating,8396,2026-04-30T21:01:12-07:00,Ilagak Ang Pag-asa Sa Biyayang Darating | Zambales South | INCMV AWARDS 2026,https://www.youtube.com/watch?v=webWHRcDiuI,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
23,Luzon,CAMANAVA,Pag-asa Natin Ay Magaganap,8274,2026-04-30T21:00:28-07:00,Pag-asa Natin Ay Magaganap | CAMANAVA | INCMV AWARDS 2026,https://www.youtube.com/watch?v=RAqVHEbPSKs,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
24,Luzon,"Iriga City, Camarines Sur",Anuman Po Ang Mangyari,8157,2026-05-04T02:38:23-07:00,"Anuman Po Ang Mangyari | Iriga City, Camarines Sur | INCMV AWARD 2026",https://www.youtube.com/watch?v=MrD0pX-mTe8,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
25,Luzon,"Capas, Tarlac",Maglilingkod Pa Rin Ako Sa Diyos,8035,2026-05-03T18:48:38-07:00,"Maglilingkod Pa Rin Ako Sa Diyos | Capas, Tarlac | INCMV AWARDS 2026",https://www.youtube.com/watch?v=k4QEw2OAenQ,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
26,Luzon,Marikina,Ito Ay Pagsubok Sa Pananampalataya,7968,2026-04-30T21:00:42-07:00,Ito Ay Pagsubok Sa Pananampalataya | Marikina | INCMV AWARDS 2026,https://www.youtube.com/watch?v=YVeH4h6jWJk,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
27,Luzon,Pampanga East,Galing Sa Iyo,7605,2026-04-30T21:00:34-07:00,Galing Sa Iyo | Pampanga East | INCMV AWARDS2026,https://www.youtube.com/watch?v=O0tKKUbwi_s,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
28,Visayas,Bohol,Kalmadong Magpatuloy,7316,2026-04-30T21:00:53-07:00,Kalmadong Magpatuloy | Bohol | INCMV AWARDS 2026,https://www.youtube.com/watch?v=f_bb1leQUlE,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
29,Luzon,Sta. Rosa Nueva Ecija,Focus,6399,2026-04-30T21:00:31-07:00,Focus | Sta. Rosa Nueva Ecija | INCMV AWARDS 2026,https://www.youtube.com/watch?v=Ijf01YJHytE,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
30,Mindanao,Lanao,Anuman Po Ang Mangyari,6123,2026-04-30T21:02:07-07:00,Anuman Po Ang Mangyari | Lanao | INCMV AWARDS 2026,https://www.youtube.com/watch?v=FYLkNK1OqMQ,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
31,Luzon,Bataan,Ang Ama Ang Magbibigay Ng Kalakasan,6049,2026-04-30T21:00:33-07:00,Ang Ama Ang Magbibigay Ng Kalakasan | Bataan | INCMV AWARDS 2026,https://www.youtube.com/watch?v=LiA9aesVeZg,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
32,Visayas,"Tacloban City, Leyte",Sabi Ni Lola,6007,2026-04-30T21:00:54-07:00,"Sabi Ni Lola | Tacloban City, Leyte | INCMV AWARDS 2026",https://www.youtube.com/watch?v=kYhrHytdid4,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
33,Luzon,Bulacan South,Ilapit Mo,5911,2026-05-01T18:15:47-07:00,Ilapit Mo | Bulacan South | INCMV AWARDS 2026,https://www.youtube.com/watch?v=yqLWhxE8Jkw,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
34,Luzon,Marinduque,Kalmadong Magpatuloy,5375,2026-04-30T21:01:08-07:00,Kalmadong Magpatuloy | Marinduque | INCMV AWARDS 2026,https://www.youtube.com/watch?v=wmVoL1dJiAs,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
35,Luzon,Caloocan North,Your Friend,5345,2026-04-30T21:00:46-07:00,Your Friend | Caloocan North | INCMV AWARDS 2026,https://www.youtube.com/watch?v=hRvfCettUA0,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
36,Luzon,Makati,Anuman Po Ang Mangyari,5197,2026-04-30T21:00:28-07:00,Anuman Po Ang Mangyari | Makati | INCMV AWARDS 2026,https://www.youtube.com/watch?v=UpOZyisuXJw,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
37,Luzon,Quezon West,Tutupad Pa Rin,5194,2026-04-30T21:01:10-07:00,Tutupad Pa Rin | Quezon West | INCMV AWARDS 2026,https://www.youtube.com/watch?v=vQWa7x9TvAQ,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
38,Luzon,Calamian,I Have You,5171,2026-04-30T21:00:28-07:00,I Have You | Calamian | INCMV AWARDS 2026,https://www.youtube.com/watch?v=RjtAqkq0xrM,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
39,Mindanao,Zamboanga del Norte,Maglilingkod Pa Rin Ako Sa Diyos,4682,2026-04-30T21:00:49-07:00,Maglilingkod Pa Rin Ako Sa Diyos | Zamboanga del Norte | INCMV AWARDS 2026,https://www.youtube.com/watch?v=hFLIlZXdjW4,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
40,Luzon,"San Jose City, Nueva Ecija",Anuman Po Ang Mangyari,4609,2026-04-30T21:00:14-07:00,"Anuman Po Ang Mangyari | San Jose City, Nueva Ecija | INCMV AWARDS 2026",https://www.youtube.com/watch?v=EXtz9KlbOdE,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
41,Luzon,"San Pablo City, Laguna",Kalmadong Magpatuloy,4463,2026-04-30T21:00:46-07:00,"Kalmadong Magpatuloy | San Pablo City, Laguna | INCMV AWARDS 2026",https://www.youtube.com/watch?v=_a9mHDs4xpg,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
42,Visayas,"Carcar City, Cebu",45,4398,2026-04-30T21:00:05-07:00,"45 | Carcar City, Cebu | INCMV AWARDS 2026",https://www.youtube.com/watch?v=4qBLETJR2IE,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
43,Luzon,Rizal,Dapat Kumpletuhin,4103,2026-04-30T21:00:00-07:00,Dapat Kumpletuhin | Rizal | INCMV AWARDS 2026,https://www.youtube.com/watch?v=-uQkDpwOaFo,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
44,Luzon,"Candon City, Ilocos Sur",Kaya Natin 'To,3884,2026-04-30T21:00:27-07:00,"Kaya Natin 'To | Candon City, Ilocos Sur | INCMV AWARDS 2026",https://www.youtube.com/watch?v=GjB5zml-Gyo,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
45,Mindanao,Agusan del Sur,Ako'y Ihatid Sa Bayang Banal,3879,2026-05-01T17:53:16-07:00,Ako'y Ihatid Sa Bayang Banal | Agusan del Sur | INCMV AWARDS 2026,https://www.youtube.com/watch?v=sZbkj8hwae0,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
46,Visayas,"Kabankalan City, Negros Occidental",Siya Lagi,3839,2026-04-30T21:00:24-07:00,"Siya Lagi | Kabankalan City, Negros Occidental | INCMV AWARDS 2026",https://www.youtube.com/watch?v=NqNSCeCGbuw,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
47,Luzon,"Cabanatuan City, Nueva Ecija",Anuman Po Ang Mangyari,3678,2026-05-07T19:08:37-07:00,"Anuman Po Ang Mangyari | Cabanatuan City, Nueva Ecija | INCMVAWARDS 2026",https://www.youtube.com/watch?v=sfz8rirojvM,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
48,Mindanao,Agusan del Norte,"Lahat, Posible Sa Ama",3655,2026-05-01T18:01:11-07:00,"Lahat, Posible Sa Ama | Agusan del Norte | INCMV AWARDS 2026",https://www.youtube.com/watch?v=FXsLpyV5Lvo,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
49,Luzon,Romblon,Ang Ama Ang Magbibigay Ng Kalakasan,3530,2026-04-30T21:00:25-07:00,Ang Ama Ang Magbibigay Ng Kalakasan | Romblon | INCMV AWARDS 2026,https://www.youtube.com/watch?v=OjhjezaKmDw,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
50,Luzon,Catanduanes,Anuman Po Ang Mangyari,3512,2026-05-04T23:56:44-07:00,Anuman Po Ang Mangyari | Catanduanes | NCMV AAWARDS 2026,https://www.youtube.com/watch?v=pfRah5NlOx0,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
51,Mindanao,"Cagayan De Oro City, Misamis Oriental",Dili Angay Mabalaka (No Need To Worry),3490,2026-04-30T21:00:54-07:00,"Dili Angay Mabalaka (No Need To Worry) | Cagayan De Oro City, Misamis Oriental | INCMV AWARDS 2026",https://www.youtube.com/watch?v=eWZPjfEH388,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
52,Luzon,Batangas,Ikaw Ay Biyaya,3476,2026-04-30T21:00:32-07:00,Ikaw Ay Biyaya | Batangas | INCMV AWARDS 2026,https://www.youtube.com/watch?v=KAkCOg9tqFM,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
53,Luzon,Metro Manila East,45,3439,2026-04-30T21:01:02-07:00,45 | Metro Manila East | INCMV AWARDS 2026,https://www.youtube.com/watch?v=j6rgMyjyE30,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
54,Luzon,Cagayan East,Masaya,3399,2026-04-30T21:01:15-07:00,Masaya | Cagayan East | INCMV AWARDS 2026,https://www.youtube.com/watch?v=yxmZVF5t4d4,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
55,Luzon,"Batac City, Ilocos Norte",Guide My Heart,3252,2026-04-30T21:00:08-07:00,"Guide My Heart | Batac City, Ilocos Norte | INCMV AWARDS 2026",https://www.youtube.com/watch?v=7CinAlmWFr4,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
56,Luzon,"San Carlos City, Pangasinan",Makiisa,3172,2026-04-30T21:01:03-07:00,"Makiisa | San Carlos City, Pangasinan | INCMV AWARDS 2026",https://www.youtube.com/watch?v=nFtz4oB4_-c,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
57,Visayas,Negros Oriental,Still Blessed By God,3109,2026-04-30T21:54:35-07:00,Still Blessed By God | Negros Oriental | INCMV AWARDS 2026,https://www.youtube.com/watch?v=t_pcYcHx5Ng,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
58,Visayas,Leyte,Habang-buhay Namin Kayong Mamahalin,3069,2026-05-04T19:12:30-07:00,Habang-buhay Namin Kayong Mamahalin | Leyte | INCMV AWARDS 2026,https://www.youtube.com/watch?v=mogw64StkZA,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
59,Visayas,Iloilo South,Panalangin,3064,2026-04-30T21:00:29-07:00,Panalangin | Iloilo South | INCMV AWARDS 2026,https://www.youtube.com/watch?v=HI-yMeRI3bg,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
60,Luzon,Quezon,Siya Lagi,3053,2026-04-30T21:00:19-07:00,Siya Lagi | Quezon | INCMV AWARDS 2026,https://www.youtube.com/watch?v=GKMQicMsf08,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
61,Mindanao,"Pagadian City, Zamboanga Del Sur",Anuman Po Ang Mangyari,3044,2026-04-30T21:00:01-07:00,"Anuman Po Ang Mangyari | Pagadian City, Zamboanga Del Sur | INCMV AWARDS 2026",https://www.youtube.com/watch?v=0hku4LqPAJs,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
62,Mindanao,Surigao Del Norte,"Ama, Kami Ay Sa Iyo Pa Rin",2844,2026-04-30T21:00:03-07:00,"Ama, Kami Ay Sa Iyo Pa Rin | Surigao Del Norte | INCMV AWARDS 2026",https://www.youtube.com/watch?v=2uZVcAvOCNo,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
63,Luzon,Quirino,Ikaw Ang Hiling,2753,2026-04-30T21:00:37-07:00,Ikaw Ang Hiling | Quirino | INCMV AWARDS 2026,https://www.youtube.com/watch?v=V5G8p-X1Vlo,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
64,Luzon,Mountain Province,I'll Never Turn Away,2687,2026-04-30T21:00:57-07:00,I'll Never Turn Away | Mountain Province | INCMV AWARDS 2026,https://www.youtube.com/watch?v=tm7xwFJFT3k,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
65,Luzon,Isabela East,Dinadalisay Lamang Ako,2616,2026-04-30T21:00:56-07:00,Dinadalisay Lamang Ako | Isabela East | INCMV AWARDS 2026,https://www.youtube.com/watch?v=cIblIJVLZ5Q,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
66,Luzon,Kalinga,Sabi Ni Lola,2590,2026-04-30T21:00:24-07:00,Sabi Ni Lola | Kalinga | INCMV AWARDS 2026,https://www.youtube.com/watch?v=Mpew98j0d3I,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
67,Luzon,Central,Masaya,2588,2026-04-30T21:00:02-07:00,Masaya | Central | INCMV AWARDS 2026,https://www.youtube.com/watch?v=22bsW59xpZ8,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
68,Luzon,Pampanga North,Keeping On With Great Faith,2550,2026-04-30T21:00:13-07:00,Keeping On With Great Faith | Pampanga North | INCMV AWARDS 2026,https://www.youtube.com/watch?v=4JPw2KZytQc,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
69,Luzon,"Naga City, Camarines Sur",Bumangon Ka,2515,2026-04-30T21:01:08-07:00,"Bumangon Ka | Naga City, Camarines Sur | INCMV AWARDS 2026",https://www.youtube.com/watch?v=uxaPN8HvtIs,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
70,Luzon,Bulacan East,Matutuhan Ko Ang Iyong Mga Aral,2415,2026-04-30T21:00:53-07:00,Matutuhan Ko Ang Iyong Mga Aral | Bulacan East | INCMV AWARDS 2026,https://www.youtube.com/watch?v=mwAIBnWx5pc,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
71,Mindanao,"Tandag City, Surigao Del Sur",Brave,2356,2026-04-30T21:00:09-07:00,"Brave | Tandag City, Surigao Del Sur | INCMV AWADS 2026",https://www.youtube.com/watch?v=7xsoRzhtGuA,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
72,Luzon,"Rosales, Pangasinan",Lahat Ng Gawain Ay Ating Ipagtagumpay,2326,2026-04-30T21:01:13-07:00,"Lahat Ng Gawain Ay Ating Ipagtagumpay | Rosales, Pangasinan | INCMV AWARDS 2026",https://www.youtube.com/watch?v=zkh4IpwCke8,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
73,Luzon,Isabela West,Takbuhin,2135,2026-04-30T21:00:12-07:00,Takbuhin | Isabela West | INCMV AWARDS 2026,https://www.youtube.com/watch?v=A3--4PzSA4k,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
74,Mindanao,Misamis Occidental,Maglilingkod Pa Rin Ako Sa Diyos,1977,2026-04-30T21:32:10-07:00,Maglilingkod Pa Rin Ako Sa Diyos | Misamis Occidental | INCMV AWARDS,https://www.youtube.com/watch?v=9hJaaNK5Vpg,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
75,Luzon,Nueva Vizcaya,Masaya,1898,2026-04-30T21:00:17-07:00,Masaya | Nueva Vizcaya | INCMV AWARDS 2026,https://www.youtube.com/watch?v=HrBFeo3m84w,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
76,Luzon,Laoag City,Guide My Heart,1860,2026-04-30T21:00:13-07:00,Guide My Heart | Laoag City | INCMV AWARDS 2026,https://www.youtube.com/watch?v=5aYDiq8GK-Y,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
77,Luzon,Bataan South,Sabi Ni Lola,1709,2026-04-30T21:00:01-07:00,Sabi Ni Lola | Bataan South | INCMV AWARDS 2026,https://www.youtube.com/watch?v=0jr41plvwA4,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
78,Luzon,Metro Manila South,Everything is Possible,1707,2026-04-30T21:00:28-07:00,Everything is Possible | Metro Manila South | INCMV AWARDS 2026,https://www.youtube.com/watch?v=R-nF-iSn_Gc,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
79,Luzon,"Sta. Rosa City, Laguna",Dinadalisay Lamang Ako,1691,2026-04-30T21:00:10-07:00,"Dinadalisay Lamang Ako | Sta. Rosa City, Laguna | INCMV AWARDS 2026",https://www.youtube.com/watch?v=92eLf4n5ojQ,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
80,Luzon,"Sta. Cruz, Laguna","Ang Tungkuling Itiniwala, Puspusan Naming Magawa",1676,2026-04-30T21:00:18-07:00,"Ang Tungkuling Itiniwala, Puspusan Naming Magawa | Sta. Cruz, Laguna | INCMV AWARDS 2026",https://www.youtube.com/watch?v=B_F9-H5j1YY,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
81,Luzon,Bulacan North,Patuloy Natin Siyang Dadalanginan,1656,2026-04-30T21:01:08-07:00,Patuloy Natin Siyang Dadalanginan | Bulacan North | INCMV AWARDS 2026,https://www.youtube.com/watch?v=xCk3kDrWVEY,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
82,Luzon,"Urdaneta City, Pangasinan",Masaya,1635,2026-04-30T21:00:53-07:00,"Masaya | Urdaneta City, Pangasinan | INCMV AWARDS 2026",https://www.youtube.com/watch?v=jJZw8I-pUd8,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
83,Visayas,Southern Leyte,Ilagak Ang Pag-asa Sa Biyayang Darating,1629,2026-04-30T21:00:56-07:00,Ilagak Ang Pag-asa Sa Biyayang Darating | Southern Leyte | INCMV AWARDS 2026,https://www.youtube.com/watch?v=nWhiokZYDY0,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
84,Mindanao,Cotabato North,Ngayon Na,1626,2026-05-02T07:58:43-07:00,Ngayon Na | Cotabato North | INCMV AWARDS 2026,https://www.youtube.com/watch?v=LAJbQ7A5ZZE,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
85,Mindanao,"Don Carlos, Bukidnon",Masaya,1584,2026-04-30T21:00:42-07:00,"Masaya | Don Carlos, Bukidnon | INCMV AWARDS 2026",https://www.youtube.com/watch?v=_apmEMNj6uQ,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
86,Luzon,Cagayan South,Ikaw Ang Biyaya,1562,2026-04-30T21:00:09-07:00,Ikaw Ang Biyaya | Cagayan South | INCMV AWARDS 2026,https://www.youtube.com/watch?v=7HNKw6wr4xY,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
87,Mindanao,"Valencia City, Bukidnon",Masaya,1516,2026-05-01T18:38:13-07:00,"Masaya | Valencia City, Bukidnon | INCMV AWARDS 2026",https://www.youtube.com/watch?v=87vnLXXW0u8,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
88,Mindanao,Davao Occidental,Stay Strong,1514,2026-04-30T21:00:29-07:00,Stay Strong | Davao Occidental | INCMV AWARDS 2026,https://www.youtube.com/watch?v=Ub_EdooR4P8,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
89,Luzon,"Guimba, Nueva Ecija",I Will Walk By Faith,1511,2026-04-30T21:00:04-07:00,"I Will Walk By Faith | Guimba, Nueva Ecija | INCMV AWARDS 2026",https://www.youtube.com/watch?v=149loEzVRZc,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
90,Luzon,"Alaminos City, Pangasinan",Babalik Nang May Pananabik,1503,2026-04-30T21:00:01-07:00,"Babalik Nang May Pananabik | Alaminos City, Pangasinan | INCMV AWARDS 2026",https://www.youtube.com/watch?v=a2g-dmr-hQ8,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
91,Luzon,Bulacan West,Masaya,1425,2026-04-30T21:00:54-07:00,Masaya | Bulacan West | INCMV AWARDS 2026,https://www.youtube.com/watch?v=g6mmyjOTzpA,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
92,Mindanao,Davao Oriental,"Lahat, Posible Sa Ama",1423,2026-04-30T21:00:45-07:00,"Lahat, Posible Sa Ama | Davao Oriental | INCMV AWARDS 2026",https://www.youtube.com/watch?v=ZGEDxFEiv5E,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
93,Luzon,Rizal East,Masaya,1394,2026-04-30T21:00:51-07:00,Masaya | Rizal East | INCMV AWARDS 2026,https://www.youtube.com/watch?v=jlZKAshxfKE,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
94,Luzon,"Mamburao, Mindoro Occidental",Masaya,1367,2026-04-30T21:01:08-07:00,"Masaya | Mamburao, Mindoro Occidental | INCMV AWARDS 2026",https://www.youtube.com/watch?v=tJXtarRMfN8,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
95,Mindanao,Davao Del Sur,Maglilingkod Pa Rin Ako sa Diyos,1271,2026-04-30T22:12:30-07:00,Maglilingkod Pa Rin Ako sa Diyos | Davao Del Sur | INCMV AWARDS 2026,https://www.youtube.com/watch?v=AAcbWXSChU8,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
96,Mindanao,Sultan Kudarat,Maglilingkod Pa Rin Ako Sa Diyos,1253,2026-04-30T21:00:30-07:00,Maglilingkod Pa Rin Ako Sa Diyos | Sultan Kudarat | INCMV AWARDS 2026,https://www.youtube.com/watch?v=EUpHN0FnpP8,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
97,Luzon,"Bongabong, Oriental Mindoro",Anuman Po Ang Mangyari,1118,2026-04-30T21:00:47-07:00,"Anuman Po Ang Mangyari | Bongabong, Oriental Mindoro | INCMV AWARDS 2026",https://www.youtube.com/watch?v=gYGoE34Of-Y,"Fetched 05/27/2026, 6:20:56 PM GMT+8"
