Philippine Nationwide Ranking
Rank	Region	Entry / District	Song Title	Current Views	Published	Matched Video Title	YouTube URL	Fetched At
18	Luzon	Paniqui, Tarlac	Yakap	10381	2026-04-30T21:00:16-07:00	Yakap | Paniqui, Tarlac | INCMV AWARDS 2026	https://www.youtube.com/watch?v=6OJyTteX-7g	Fetched 05/25/2026, 9:27:11 PM GMT+8
19	Luzon	Albay	Ama, Kami Ay Sa Iyo Pa Rin	10337	2026-04-30T21:01:06-07:00	Ama, Kami Ay Sa Iyo Pa Rin | Albay | INCMV AWARDS 2026	https://www.youtube.com/watch?v=wAwGtb7R5fs	Fetched 05/25/2026, 9:27:11 PM GMT+8
20	Luzon	Palawan	Sabi Ni Lola	9420	2026-04-30T21:01:04-07:00	Sabi Ni Lola | Palawan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=rUuEcU77ka4	Fetched 05/25/2026, 9:27:11 PM GMT+8
21	Mindanao	Zamboanga Sibugay	Ama, Kami Ay Sa Iyo Pa Rin	9206	2026-05-01	Ama, Kami Ay Sa Iyo Pa Rin | Zamboanga Sibugay | INCMV AWARDS 2026	https://www.youtube.com/watch?v=6efoFLYt5yU	Fetched 05/25/2026, 9:27:11 PM GMT+8
22	Luzon	CAMANAVA	Pag-asa Natin Ay Magaganap	8233	2026-04-30T21:00:28-07:00	Pag-asa Natin Ay Magaganap | CAMANAVA | INCMV AWARDS 2026	https://www.youtube.com/watch?v=RAqVHEbPSKs	Fetched 05/25/2026, 9:27:11 PM GMT+8
23	Luzon	Zambales South	Ilagak Ang Pag-asa Sa Biyayang Darating	8212	2026-04-30T21:01:12-07:00	Ilagak Ang Pag-asa Sa Biyayang Darating | Zambales South | INCMV AWARDS 2026	https://www.youtube.com/watch?v=webWHRcDiuI	Fetched 05/25/2026, 9:27:11 PM GMT+8
24	Luzon	Iriga City, Camarines Sur	Anuman Po Ang Mangyari	8115	2026-05-04T02:38:23-07:00	Anuman Po Ang Mangyari | Iriga City, Camarines Sur | INCMV AWARD 2026	https://www.youtube.com/watch?v=MrD0pX-mTe8	Fetched 05/25/2026, 9:27:11 PM GMT+8
25	Luzon	Capas, Tarlac	Maglilingkod Pa Rin Ako Sa Diyos	7991	2026-05-04	Maglilingkod Pa Rin Ako Sa Diyos | Capas, Tarlac | INCMV AWARDS 2026	https://www.youtube.com/watch?v=k4QEw2OAenQ	Fetched 05/25/2026, 9:27:11 PM GMT+8
26	Luzon	Marikina	Ito Ay Pagsubok Sa Pananampalataya	7926	2026-04-30T21:00:42-07:00	Ito Ay Pagsubok Sa Pananampalataya | Marikina | INCMV AWARDS 2026	https://www.youtube.com/watch?v=YVeH4h6jWJk	Fetched 05/25/2026, 9:27:11 PM GMT+8
27	Luzon	Pampanga East	Galing Sa Iyo	7553	2026-04-30T21:00:34-07:00	Galing Sa Iyo | Pampanga East | INCMV AWARDS2026	https://www.youtube.com/watch?v=O0tKKUbwi_s	Fetched 05/25/2026, 9:27:11 PM GMT+8
28	Visayas	Bohol	Kalmadong Magpatuloy	6985	2026-05-01	Kalmadong Magpatuloy | Bohol | INCMV AWARDS 2026	https://www.youtube.com/watch?v=f_bb1leQUlE	Fetched 05/25/2026, 9:27:11 PM GMT+8
29	Luzon	Sta. Rosa Nueva Ecija	Focus	6326	2026-04-30T21:00:31-07:00	Focus | Sta. Rosa Nueva Ecija | INCMV AWARDS 2026	https://www.youtube.com/watch?v=Ijf01YJHytE	Fetched 05/25/2026, 9:27:11 PM GMT+8
30	Mindanao	Lanao	Anuman Po Ang Mangyari	6091	2026-05-01	Anuman Po Ang Mangyari | Lanao | INCMV AWARDS 2026	https://www.youtube.com/watch?v=FYLkNK1OqMQ	Fetched 05/25/2026, 9:27:11 PM GMT+8
31	Luzon	Bataan	Ang Ama Ang Magbibigay Ng Kalakasan	5983	2026-04-30T21:00:33-07:00	Ang Ama Ang Magbibigay Ng Kalakasan | Bataan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=LiA9aesVeZg	Fetched 05/25/2026, 9:27:11 PM GMT+8
32	Visayas	Tacloban City, Leyte	Sabi Ni Lola	5949	2026-05-01	Sabi Ni Lola | Tacloban City, Leyte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=kYhrHytdid4	Fetched 05/25/2026, 9:27:11 PM GMT+8
33	Luzon	Bulacan South	Ilapit Mo	5873	2026-05-02	Ilapit Mo | Bulacan South | INCMV AWARDS 2026	https://www.youtube.com/watch?v=yqLWhxE8Jkw	Fetched 05/25/2026, 9:27:11 PM GMT+8
34	Luzon	Marinduque	Kalmadong Magpatuloy	5369	2026-04-30T21:01:08-07:00	Kalmadong Magpatuloy | Marinduque | INCMV AWARDS 2026	https://www.youtube.com/watch?v=wmVoL1dJiAs	Fetched 05/25/2026, 9:27:11 PM GMT+8
35	Luzon	Caloocan North	Your Friend	5230	2026-05-01	Your Friend | Caloocan North | INCMV AWARDS 2026	https://www.youtube.com/watch?v=hRvfCettUA0	Fetched 05/25/2026, 9:27:11 PM GMT+8
36	Luzon	Makati	Anuman Po Ang Mangyari	5151	2026-04-30T21:00:28-07:00	Anuman Po Ang Mangyari | Makati | INCMV AWARDS 2026	https://www.youtube.com/watch?v=UpOZyisuXJw	Fetched 05/25/2026, 9:27:11 PM GMT+8
37	Luzon	Quezon West	Tutupad Pa Rin	5151	2026-05-01	Tutupad Pa Rin | Quezon West | INCMV AWARDS 2026	https://www.youtube.com/watch?v=vQWa7x9TvAQ	Fetched 05/25/2026, 9:27:11 PM GMT+8
38	Luzon	Calamian	I Have You	5120	2026-04-30T21:00:28-07:00	I Have You | Calamian | INCMV AWARDS 2026	https://www.youtube.com/watch?v=RjtAqkq0xrM	Fetched 05/25/2026, 9:27:11 PM GMT+8
39	Luzon	San Jose City, Nueva Ecija	Anuman Po Ang Mangyari	4573	2026-05-01	Anuman Po Ang Mangyari | San Jose City, Nueva Ecija | INCMV AWARDS 2026	https://www.youtube.com/watch?v=EXtz9KlbOdE	Fetched 05/25/2026, 9:27:11 PM GMT+8
40	Mindanao	Zamboanga del Norte	Maglilingkod Pa Rin Ako Sa Diyos	4571	2026-05-01	Maglilingkod Pa Rin Ako Sa Diyos | Zamboanga del Norte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=hFLIlZXdjW4	Fetched 05/25/2026, 9:27:11 PM GMT+8
41	Luzon	San Pablo City, Laguna	Kalmadong Magpatuloy	4377	2026-05-01	Kalmadong Magpatuloy | San Pablo City, Laguna | INCMV AWARDS 2026	https://www.youtube.com/watch?v=_a9mHDs4xpg	Fetched 05/25/2026, 9:27:11 PM GMT+8
42	Visayas	Carcar City, Cebu	45	4308	2026-05-01	45 | Carcar City, Cebu | INCMV AWARDS 2026	https://www.youtube.com/watch?v=4qBLETJR2IE	Fetched 05/25/2026, 9:27:11 PM GMT+8
43	Luzon	Rizal	Dapat Kumpletuhin	4078	2026-05-01	Dapat Kumpletuhin | Rizal | INCMV AWARDS 2026	https://www.youtube.com/watch?v=-uQkDpwOaFo	Fetched 05/25/2026, 9:27:11 PM GMT+8
44	Mindanao	Agusan del Sur	Ako'y Ihatid Sa Bayang Banal	3852	2026-05-02	Ako'y Ihatid Sa Bayang Banal | Agusan del Sur | INCMV AWARDS 2026	https://www.youtube.com/watch?v=sZbkj8hwae0	Fetched 05/25/2026, 9:27:11 PM GMT+8
45	Luzon	Candon City, Ilocos Sur	Kaya Natin 'To	3835	2026-05-01	Kaya Natin 'To | Candon City, Ilocos Sur | INCMV AWARDS 2026	https://www.youtube.com/watch?v=GjB5zml-Gyo	Fetched 05/25/2026, 9:27:11 PM GMT+8
46	Visayas	Kabankalan City, Negros Occidental	Siya Lagi	3699	2026-05-01	Siya Lagi | Kabankalan City, Negros Occidental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=NqNSCeCGbuw	Fetched 05/25/2026, 9:27:11 PM GMT+8
47	Luzon	Cabanatuan City, Nueva Ecija	Anuman Po Ang Mangyari	3625	2026-05-08	Anuman Po Ang Mangyari | Cabanatuan City, Nueva Ecija | INCMVAWARDS 2026	https://www.youtube.com/watch?v=sfz8rirojvM	Fetched 05/25/2026, 9:27:11 PM GMT+8
48	Mindanao	Cagayan De Oro City, Misamis Oriental	Dili Angay Mabalaka (No Need To Worry)	3476	2026-05-01	Dili Angay Mabalaka (No Need To Worry) | Cagayan De Oro City, Misamis Oriental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=eWZPjfEH388	Fetched 05/25/2026, 9:27:11 PM GMT+8
49	Luzon	Batangas	Ikaw Ay Biyaya	3454	2026-05-01	Ikaw Ay Biyaya | Batangas | INCMV AWARDS 2026	https://www.youtube.com/watch?v=KAkCOg9tqFM	Fetched 05/25/2026, 9:27:11 PM GMT+8
50	Luzon	Romblon	Ang Ama Ang Magbibigay Ng Kalakasan	3451	2026-05-01	Ang Ama Ang Magbibigay Ng Kalakasan | Romblon | INCMV AWARDS 2026	https://www.youtube.com/watch?v=OjhjezaKmDw	Fetched 05/25/2026, 9:27:11 PM GMT+8
51	Luzon	Catanduanes	Anuman Po Ang Mangyari	3435	2026-05-05	Anuman Po Ang Mangyari | Catanduanes | NCMV AAWARDS 2026	https://www.youtube.com/watch?v=pfRah5NlOx0	Fetched 05/25/2026, 9:27:11 PM GMT+8
52	Luzon	Metro Manila East	45	3416	2026-05-01	45 | Metro Manila East | INCMV AWARDS 2026	https://www.youtube.com/watch?v=j6rgMyjyE30	Fetched 05/25/2026, 9:27:11 PM GMT+8
53	Luzon	Cagayan East	Masaya	3375	2026-05-01	Masaya | Cagayan East | INCMV AWARDS 2026	https://www.youtube.com/watch?v=yxmZVF5t4d4	Fetched 05/25/2026, 9:27:11 PM GMT+8
54	Luzon	Batac City, Ilocos Norte	Guide My Heart	3219	2026-05-01	Guide My Heart | Batac City, Ilocos Norte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=7CinAlmWFr4	Fetched 05/25/2026, 9:27:11 PM GMT+8
55	Mindanao	Agusan del Norte	Lahat, Posible Sa Ama	3206	2026-05-02	Lahat, Posible Sa Ama | Agusan del Norte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=FXsLpyV5Lvo	Fetched 05/25/2026, 9:27:11 PM GMT+8
56	Luzon	San Carlos City, Pangasinan	Makiisa	3146	2026-05-01	Makiisa | San Carlos City, Pangasinan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=nFtz4oB4_-c	Fetched 05/25/2026, 9:27:11 PM GMT+8
57	Visayas	Negros Oriental	Still Blessed By God	3089	2026-05-01	Still Blessed By God | Negros Oriental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=t_pcYcHx5Ng	Fetched 05/25/2026, 9:27:11 PM GMT+8
58	Visayas	Iloilo South	Panalangin	3041	2026-05-01	Panalangin | Iloilo South | INCMV AWARDS 2026	https://www.youtube.com/watch?v=HI-yMeRI3bg	Fetched 05/25/2026, 9:27:11 PM GMT+8
59	Luzon	Quezon	Siya Lagi	3040	2026-05-01	Siya Lagi | Quezon | INCMV AWARDS 2026	https://www.youtube.com/watch?v=GKMQicMsf08	Fetched 05/25/2026, 9:27:11 PM GMT+8
60	Visayas	Leyte	Habang-buhay Namin Kayong Mamahalin	3031	2026-05-05	Habang-buhay Namin Kayong Mamahalin | Leyte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=mogw64StkZA	Fetched 05/25/2026, 9:27:11 PM GMT+8
61	Mindanao	Pagadian City, Zamboanga Del Sur	Anuman Po Ang Mangyari	3013	2026-05-01	Anuman Po Ang Mangyari | Pagadian City, Zamboanga Del Sur | INCMV AWARDS 2026	https://www.youtube.com/watch?v=0hku4LqPAJs	Fetched 05/25/2026, 9:27:11 PM GMT+8
62	Mindanao	Surigao Del Norte	Ama, Kami Ay Sa Iyo Pa Rin	2748	2026-05-01	Ama, Kami Ay Sa Iyo Pa Rin | Surigao Del Norte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=2uZVcAvOCNo	Fetched 05/25/2026, 9:27:11 PM GMT+8
63	Luzon	Quirino	Ikaw Ang Hiling	2732	2026-05-01	Ikaw Ang Hiling | Quirino | INCMV AWARDS 2026	https://www.youtube.com/watch?v=V5G8p-X1Vlo	Fetched 05/25/2026, 9:27:11 PM GMT+8
64	Luzon	Mountain Province	I'll Never Turn Away	2607	2026-05-01	I'll Never Turn Away | Mountain Province | INCMV AWARDS 2026	https://www.youtube.com/watch?v=tm7xwFJFT3k	Fetched 05/25/2026, 9:27:11 PM GMT+8
65	Luzon	Isabela East	Dinadalisay Lamang Ako	2595	2026-05-01	Dinadalisay Lamang Ako | Isabela East | INCMV AWARDS 2026	https://www.youtube.com/watch?v=cIblIJVLZ5Q	Fetched 05/25/2026, 9:27:11 PM GMT+8
66	Luzon	Kalinga	Sabi Ni Lola	2584	2026-05-01	Sabi Ni Lola | Kalinga | INCMV AWARDS 2026	https://www.youtube.com/watch?v=Mpew98j0d3I	Fetched 05/25/2026, 9:27:11 PM GMT+8
67	Luzon	Central	Masaya	2576	2026-05-01	Masaya | Central | INCMV AWARDS 2026	https://www.youtube.com/watch?v=22bsW59xpZ8	Fetched 05/25/2026, 9:27:11 PM GMT+8
68	Luzon	Pampanga North	Keeping On With Great Faith	2542	2026-05-01	Keeping On With Great Faith | Pampanga North | INCMV AWARDS 2026	https://www.youtube.com/watch?v=4JPw2KZytQc	Fetched 05/25/2026, 9:27:11 PM GMT+8
69	Luzon	Naga City, Camarines Sur	Bumangon Ka	2506	2026-05-01	Bumangon Ka | Naga City, Camarines Sur | INCMV AWARDS 2026	https://www.youtube.com/watch?v=uxaPN8HvtIs	Fetched 05/25/2026, 9:27:11 PM GMT+8
70	Luzon	Bulacan East	Matutuhan Ko Ang Iyong Mga Aral	2384	2026-05-01	Matutuhan Ko Ang Iyong Mga Aral | Bulacan East | INCMV AWARDS 2026	https://www.youtube.com/watch?v=mwAIBnWx5pc	Fetched 05/25/2026, 9:27:11 PM GMT+8
71	Mindanao	Tandag City, Surigao Del Sur	Brave	2330	2026-05-01	Brave | Tandag City, Surigao Del Sur | INCMV AWADS 2026	https://www.youtube.com/watch?v=7xsoRzhtGuA	Fetched 05/25/2026, 9:27:11 PM GMT+8
72	Luzon	Rosales, Pangasinan	Lahat Ng Gawain Ay Ating Ipagtagumpay	2318	2026-05-01	Lahat Ng Gawain Ay Ating Ipagtagumpay | Rosales, Pangasinan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=zkh4IpwCke8	Fetched 05/25/2026, 9:27:11 PM GMT+8
73	Luzon	Isabela West	Takbuhin	2126	2026-05-01	Takbuhin | Isabela West | INCMV AWARDS 2026	https://www.youtube.com/watch?v=A3--4PzSA4k	Fetched 05/25/2026, 9:27:11 PM GMT+8
74	Mindanao	Misamis Occidental	Maglilingkod Pa Rin Ako Sa Diyos	1956	2026-05-01	Maglilingkod Pa Rin Ako Sa Diyos | Misamis Occidental | INCMV AWARDS	https://www.youtube.com/watch?v=9hJaaNK5Vpg	Fetched 05/25/2026, 9:27:11 PM GMT+8
75	Luzon	Laoag City	Guide My Heart	1839	2026-05-01	Guide My Heart | Laoag City | INCMV AWARDS 2026	https://www.youtube.com/watch?v=5aYDiq8GK-Y	Fetched 05/25/2026, 9:27:11 PM GMT+8
76	Luzon	Nueva Vizcaya	Masaya	1836	2026-05-01	Masaya | Nueva Vizcaya | INCMV AWARDS 2026	https://www.youtube.com/watch?v=HrBFeo3m84w	Fetched 05/25/2026, 9:27:11 PM GMT+8
77	Luzon	Bataan South	Sabi Ni Lola	1703	2026-05-01	Sabi Ni Lola | Bataan South | INCMV AWARDS 2026	https://www.youtube.com/watch?v=0jr41plvwA4	Fetched 05/25/2026, 9:27:11 PM GMT+8
78	Luzon	Metro Manila South	Everything is Possible	1700	2026-05-01	Everything is Possible | Metro Manila South | INCMV AWARDS 2026	https://www.youtube.com/watch?v=R-nF-iSn_Gc	Fetched 05/25/2026, 9:27:11 PM GMT+8
79	Luzon	Sta. Rosa City, Laguna	Dinadalisay Lamang Ako	1676	2026-05-01	Dinadalisay Lamang Ako | Sta. Rosa City, Laguna | INCMV AWARDS 2026	https://www.youtube.com/watch?v=92eLf4n5ojQ	Fetched 05/25/2026, 9:27:11 PM GMT+8
80	Luzon	Sta. Cruz, Laguna	Ang Tungkuling Itiniwala, Puspusan Naming Magawa	1666	2026-05-01	Ang Tungkuling Itiniwala, Puspusan Naming Magawa | Sta. Cruz, Laguna | INCMV AWARDS 2026	https://www.youtube.com/watch?v=B_F9-H5j1YY	Fetched 05/25/2026, 9:27:11 PM GMT+8
81	Luzon	Bulacan North	Patuloy Natin Siyang Dadalanginan	1650	2026-05-01	Patuloy Natin Siyang Dadalanginan | Bulacan North | INCMV AWARDS 2026	https://www.youtube.com/watch?v=xCk3kDrWVEY	Fetched 05/25/2026, 9:27:11 PM GMT+8
82	Luzon	Urdaneta City, Pangasinan	Masaya	1630	2026-05-01	Masaya | Urdaneta City, Pangasinan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=jJZw8I-pUd8	Fetched 05/25/2026, 9:27:11 PM GMT+8
83	Visayas	Southern Leyte	Ilagak Ang Pag-asa Sa Biyayang Darating	1613	2026-05-01	Ilagak Ang Pag-asa Sa Biyayang Darating | Southern Leyte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=nWhiokZYDY0	Fetched 05/25/2026, 9:27:11 PM GMT+8
84	Mindanao	Cotabato North	Ngayon Na	1587	2026-05-02	Ngayon Na | Cotabato North | INCMV AWARDS 2026	https://www.youtube.com/watch?v=LAJbQ7A5ZZE	Fetched 05/25/2026, 9:27:11 PM GMT+8
85	Mindanao	Don Carlos, Bukidnon	Masaya	1562	2026-05-01	Masaya | Don Carlos, Bukidnon | INCMV AWARDS 2026	https://www.youtube.com/watch?v=_apmEMNj6uQ	Fetched 05/25/2026, 9:27:11 PM GMT+8
86	Luzon	Cagayan South	Ikaw Ang Biyaya	1543	2026-05-01	Ikaw Ang Biyaya | Cagayan South | INCMV AWARDS 2026	https://www.youtube.com/watch?v=7HNKw6wr4xY	Fetched 05/25/2026, 9:27:11 PM GMT+8
87	Mindanao	Davao Occidental	Stay Strong	1506	2026-05-01	Stay Strong | Davao Occidental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=Ub_EdooR4P8	Fetched 05/25/2026, 9:27:11 PM GMT+8
88	Luzon	Guimba, Nueva Ecija	I Will Walk By Faith	1505	2026-05-01	I Will Walk By Faith | Guimba, Nueva Ecija | INCMV AWARDS 2026	https://www.youtube.com/watch?v=149loEzVRZc	Fetched 05/25/2026, 9:27:11 PM GMT+8
89	Mindanao	Valencia City, Bukidnon	Masaya	1505	2026-05-02	Masaya | Valencia City, Bukidnon | INCMV AWARDS 2026	https://www.youtube.com/watch?v=87vnLXXW0u8	Fetched 05/25/2026, 9:27:11 PM GMT+8
90	Luzon	Alaminos City, Pangasinan	Babalik Nang May Pananabik	1499	2026-05-01	Babalik Nang May Pananabik | Alaminos City, Pangasinan | INCMV AWARDS 2026	https://www.youtube.com/watch?v=a2g-dmr-hQ8	Fetched 05/25/2026, 9:27:11 PM GMT+8
91	Luzon	Bulacan West	Masaya	1419	2026-05-01	Masaya | Bulacan West | INCMV AWARDS 2026	https://www.youtube.com/watch?v=g6mmyjOTzpA	Fetched 05/25/2026, 9:27:11 PM GMT+8
92	Mindanao	Davao Oriental	Lahat, Posible Sa Ama	1407	2026-05-01	Lahat, Posible Sa Ama | Davao Oriental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=ZGEDxFEiv5E	Fetched 05/25/2026, 9:27:11 PM GMT+8
93	Luzon	Rizal East	Masaya	1381	2026-05-01	Masaya | Rizal East | INCMV AWARDS 2026	https://www.youtube.com/watch?v=jlZKAshxfKE	Fetched 05/25/2026, 9:27:11 PM GMT+8
94	Luzon	Mamburao, Mindoro Occidental	Masaya	1362	2026-05-01	Masaya | Mamburao, Mindoro Occidental | INCMV AWARDS 2026	https://www.youtube.com/watch?v=tJXtarRMfN8	Fetched 05/25/2026, 9:27:11 PM GMT+8
95	Mindanao	Davao Del Sur	Maglilingkod Pa Rin Ako sa Diyos	1254	2026-05-01	Maglilingkod Pa Rin Ako sa Diyos | Davao Del Sur | INCMV AWARDS 2026	https://www.youtube.com/watch?v=AAcbWXSChU8	Fetched 05/25/2026, 9:27:11 PM GMT+8
96	Mindanao	Sultan Kudarat	Maglilingkod Pa Rin Ako Sa Diyos	1247	2026-05-01	Maglilingkod Pa Rin Ako Sa Diyos | Sultan Kudarat | INCMV AWARDS 2026	https://www.youtube.com/watch?v=EUpHN0FnpP8	Fetched 05/25/2026, 9:27:11 PM GMT+8
97	Luzon	Bongabong, Oriental Mindoro	Anuman Po Ang Mangyari	1114	2026-05-01	Anuman Po Ang Mangyari | Bongabong, Oriental Mindoro | INCMV AWARDS 2026	https://www.youtube.com/watch?v=gYGoE34Of-Y	Fetched 05/25/2026, 9:27:11 PM GMT+8
98	Luzon	Zambales North	Maglilingkod Pa Rin Ako Sa Diyos	1071	2026-05-01	Maglilingkod Pa Rin Ako Sa Diyos | Zambales North | INCMV AWARDS 2026	https://www.youtube.com/watch?v=-7gSAx4RKNE	Fetched 05/25/2026, 9:27:11 PM GMT+8
99	Luzon	Aurora	Ipanalangin Mo	1060	2026-05-01	Ipanalangin Mo | Aurora | INCMV AWARDS 2026	https://www.youtube.com/watch?v=IQQHXEPBIz0	Fetched 05/25/2026, 9:27:11 PM GMT+8
100	Visayas	Antique	My Strength And Confidence	931	2026-05-01	My Strength And Confidence | Antique | INCMV AWARDS 2026	https://www.youtube.com/watch?v=G2q4uanbfJk	Fetched 05/25/2026, 9:27:11 PM GMT+8
101	Luzon	Ilocos Sur	Anuman Po Ang Mangyari	922	2026-05-01	Anuman Po Ang Mangyari | Ilocos Sur | INCMV AWARDS 2026	https://www.youtube.com/watch?v=EHeiK2eTcQ0	Fetched 05/25/2026, 9:27:11 PM GMT+8
102	Mindanao	Davao Del Norte	Takbuhin	891	2026-05-05	Takbuhin | Davao Del Norte | INCMV AWARDS 2026	https://www.youtube.com/watch?v=cmFXZ3uEVO4	Fetched 05/25/2026, 9:27:11 PM GMT+8
103	Luzon	Calamba City Laguna	Mag-uumapaw Ang Pag-asa	866	2026-05-01	Mag-uumapaw Ang Pag-asa | Calamba City Laguna | INCMV AWARDS 2026	https://www.youtube.com/watch?v=qGL-dl2E6-s	Fetched 05/25/2026, 9:27:11 PM GMT+8
104	Luzon	Abra	Anuman Po Ang Mangyari	825	2026-05-01	Anuman Po Ang Mangyari | Abra | INCMV AWARDS 2026	https://www.youtube.com/watch?v=_Reye45fgJM	Fetched 05/25/2026, 9:27:11 PM GMT+8
105	Mindanao	Koronadal City, South Cotabato	Anuman Po Ang Mangyari	620	2026-05-01	Anuman Po Ang Mangyari | Koronadal City, South Cotabato | INCMV AWARDS 2026	https://www.youtube.com/watch?v=XZZukPcJJKo	Fetched 05/25/2026, 9:27:11 PM GMT+8
